1;0.33328350801062157
2;0.5215231401361687
3;0.661350470400833
4;0.7771769814622769
5;0.8791403282557247
6;0.9678771316452373
7;1.0530433849395655
8;1.128014751593569
9;1.1999347174130508
10;1.2683820890021549
12;1.392519180004313
14;1.507405923619363
16;1.6158117507411889
19;1.7624208882162293
22;1.9006446893084183
25;2.0257928823938487
29;2.1845546224976733
33;2.3321665976242443
39;2.5384174348823243
44;2.6974099627770176
51;2.906193967235593
59;3.124921450386883
68;3.3589124477528083
79;3.6199615889800483
91;3.8847175277764916
104;4.154361858784783
120;4.468853327796079
138;4.786595913202583
159;5.140522862799183
184;5.538815141827714
212;5.942393156906857
244;6.364709840543948
281;6.842503518431568
323;7.332783676502937
372;7.867679089099632
429;8.4519515987534
494;9.06456646051402
568;9.717332490006369
655;10.437804484152759
754;11.21235592869424
868;12.032328620945231
1000;12.912927996312195
