1;0.3332343450261771
2;0.5214263929290331
3;0.6617101012934345
4;0.7773901388870597
5;0.8786936051691694
6;0.9691764189001831
7;1.0516267996716062
8;1.1282746963346877
9;1.2001001880209772
10;1.267385509627867
11;1.3317886949845243
12;1.3925776459754162
13;1.4515630292917614
14;1.507816039375849
16;1.614941804648021
17;1.665202287529928
19;1.7627316693853008
21;1.8544610854836225
23;1.9419971372548754
25;2.0265755961887897
28;2.146016754859153
31;2.2598288321141347
34;2.3678189302034993
37;2.4713379157714073
41;2.6033830724916607
45;2.7283785361035635
49;2.8471607249813693
54;2.9903813672237542
59;3.126977618351835
65;3.2817908291148203
72;3.455763432005467
79;3.6206736712186194
86;3.77657999084892
95;3.9730727648091704
104;4.156951652930012
114;4.352543039626215
126;4.576357683262503
138;4.790647494324603
151;5.011441495952475
166;5.254916807156247
183;5.516571150736142
200;5.769101766182013
220;6.049810539817965
242;6.344879923843842
265;6.640242574090398
291;6.9580757215066935
319;7.290145934293002
351;7.644394027571312
385;8.007404283697044
422;8.384428858791676
464;8.789676238696302
509;9.208402114257037
559;9.648584904210448
613;10.104783808748419
673;10.589156391391265
739;11.0984343095156
811;11.62289865192072
890;12.176300417686534
977;12.760499678721118
1072;13.357848528156977
1176;13.992682472026951
1291;14.66183211210732
1417;15.3691936408081
1555;16.098553398124807
1707;16.861864035479538
1873;17.665807644523532
2056;18.503947687755865
2257;19.395717092315394
2477;20.3156347725078
2718;21.283856951836146
2983;22.29677759425097
3274;23.357231878366758
3593;24.47636956778814
3944;25.639362181970146
4328;26.857195223950956
4750;28.127616358638022
5214;29.468814767133946
5722;30.878752574204174
6280;32.362632625316884
6892;33.89853940706882
7564;35.50971011214778
8302;37.18800470978963
9111;38.95098709185743
10000;40.82689486612115
